YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE              (UNITS),CONSUMPTION
2025,2,US-Total,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"59,629,546"
2025,2,US-Total,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),"1,536"
2025,2,US-Total,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"360,882"
2025,2,US-Total,"Electric Generators, Independent Power Producers",Coal (Short Tons),"8,029,690"
2025,2,US-Total,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),"4,010"
2025,2,US-Total,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"357,115,594"
2025,2,US-Total,"Electric Generators, Independent Power Producers",Other Gases (Billion Btu),0
2025,2,US-Total,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"337,144"
2025,2,US-Total,"Electric Generators, Electric Utilities",Coal (Short Tons),"26,714,436"
2025,2,US-Total,"Electric Generators, Electric Utilities",Geothermal (Billion Btu),261
2025,2,US-Total,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"486,956,482"
2025,2,US-Total,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),0
2025,2,US-Total,"Electric Generators, Electric Utilities",Petroleum (Barrels),"1,926,278"
2025,2,UT,Total Electric Power Industry,Coal (Short Tons),"927,613"
2025,2,UT,Total Electric Power Industry,Geothermal (Billion Btu),131
2025,2,UT,Total Electric Power Industry,Natural Gas (Mcf),"6,423,501"
2025,2,UT,Total Electric Power Industry,Other Gases (Billion Btu),8
2025,2,UT,Total Electric Power Industry,Petroleum (Barrels),"3,700"
2025,2,UT,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"184,658"
2025,2,UT,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),8
2025,2,UT,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2025,2,UT,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"24,334"
2025,2,UT,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2025,2,UT,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"87,118"
2025,2,UT,"Electric Generators, Independent Power Producers",Coal (Short Tons),"34,438"
2025,2,UT,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),53
2025,2,UT,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2025,2,UT,"Electric Generators, Electric Utilities",Coal (Short Tons),"893,175"
2025,2,UT,"Electric Generators, Electric Utilities",Geothermal (Billion Btu),78
2025,2,UT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"6,127,391"
2025,2,UT,"Electric Generators, Electric Utilities",Petroleum (Barrels),"3,700"
2025,2,VA,Total Electric Power Industry,Coal (Short Tons),"133,920"
2025,2,VA,Total Electric Power Industry,Natural Gas (Mcf),"36,348,169"
2025,2,VA,Total Electric Power Industry,Petroleum (Barrels),"100,077"
2025,2,VA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"4,459"
2025,2,VA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"497,844"
2025,2,VA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),837
2025,2,VA,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2025,2,VA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"19,108"
2025,2,VA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),51
2025,2,VA,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2025,2,VA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"603,491"
2025,2,VA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"15,496"
2025,2,VA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"9,468,893"
2025,2,VA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"19,003"
2025,2,VA,"Electric Generators, Electric Utilities",Coal (Short Tons),"129,461"
2025,2,VA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"25,758,833"
2025,2,VA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"64,690"
2025,2,VT,Total Electric Power Industry,Natural Gas (Mcf),448
2025,2,VT,Total Electric Power Industry,Petroleum (Barrels),"1,476"
2025,2,VT,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),448
2025,2,VT,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2025,2,VT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),0
2025,2,VT,"Electric Generators, Electric Utilities",Petroleum (Barrels),"1,476"
2025,2,WA,Total Electric Power Industry,Coal (Short Tons),"235,997"
2025,2,WA,Total Electric Power Industry,Natural Gas (Mcf),"10,265,396"
2025,2,WA,Total Electric Power Industry,Other Gases (Billion Btu),124
2025,2,WA,Total Electric Power Industry,Petroleum (Barrels),"4,068"
2025,2,WA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),626
2025,2,WA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"391,571"
2025,2,WA,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),124
2025,2,WA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),46
2025,2,WA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"1,577"
2025,2,WA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),16
2025,2,WA,"Electric Generators, Independent Power Producers",Coal (Short Tons),"235,371"
2025,2,WA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"3,002,768"
2025,2,WA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),949
2025,2,WA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"6,869,480"
2025,2,WA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"3,057"
2025,2,WI,Total Electric Power Industry,Coal (Short Tons),"1,203,674"
2025,2,WI,Total Electric Power Industry,Natural Gas (Mcf),"11,812,731"
2025,2,WI,Total Electric Power Industry,Petroleum (Barrels),"14,255"
2025,2,WI,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"2,377"
2025,2,WI,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"420,044"
2025,2,WI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),32
2025,2,WI,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2025,2,WI,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"46,681"
2025,2,WI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),73
2025,2,WI,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),136
2025,2,WI,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),0
2025,2,WI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),46
2025,2,WI,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,201,297"
2025,2,WI,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"11,345,870"
2025,2,WI,"Electric Generators, Electric Utilities",Petroleum (Barrels),"14,104"
2025,2,WV,Total Electric Power Industry,Coal (Short Tons),"1,694,936"
2025,2,WV,Total Electric Power Industry,Natural Gas (Mcf),"1,521,703"
2025,2,WV,Total Electric Power Industry,Other Gases (Billion Btu),13
2025,2,WV,Total Electric Power Industry,Petroleum (Barrels),"20,142"
2025,2,WV,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"221,892"
2025,2,WV,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),13
2025,2,WV,"Electric Generators, Independent Power Producers",Coal (Short Tons),"262,970"
2025,2,WV,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"709,624"
2025,2,WV,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2025,2,WV,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,431,966"
2025,2,WV,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"590,187"
2025,2,WV,"Electric Generators, Electric Utilities",Petroleum (Barrels),"20,142"
2025,2,WY,Total Electric Power Industry,Coal (Short Tons),"1,515,902"
2025,2,WY,Total Electric Power Industry,Natural Gas (Mcf),"3,139,599"
2025,2,WY,Total Electric Power Industry,Other Gases (Billion Btu),204
2025,2,WY,Total Electric Power Industry,Petroleum (Barrels),"10,165"
2025,2,WY,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"6,631"
2025,2,WY,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"343,415"
2025,2,WY,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),204
2025,2,WY,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2025,2,WY,"Electric Generators, Independent Power Producers",Coal (Short Tons),"41,357"
2025,2,WY,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),18
2025,2,WY,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,467,914"
2025,2,WY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"2,796,166"
2025,2,WY,"Electric Generators, Electric Utilities",Petroleum (Barrels),"10,165"
2025,3,AK,Total Electric Power Industry,Coal (Short Tons),"43,560"
2025,3,AK,Total Electric Power Industry,Natural Gas (Mcf),"1,461,683"
2025,3,AK,Total Electric Power Industry,Petroleum (Barrels),"163,070"
2025,3,AK,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"23,553"
2025,3,AK,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"5,485"
2025,3,AK,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"3,010"
2025,3,AK,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),234
2025,3,AK,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),"1,102"
2025,3,AK,"Combined Heat and Power, Electric Power",Coal (Short Tons),"8,454"
2025,3,AK,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2025,3,AK,"Electric Generators, Electric Utilities",Coal (Short Tons),"32,096"
2025,3,AK,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,437,896"
2025,3,AK,"Electric Generators, Electric Utilities",Petroleum (Barrels),"156,483"
2025,3,AL,Total Electric Power Industry,Coal (Short Tons),"756,020"
2025,3,AL,Total Electric Power Industry,Natural Gas (Mcf),"34,070,251"
2025,3,AL,Total Electric Power Industry,Other Gases (Billion Btu),2
2025,3,AL,Total Electric Power Industry,Petroleum (Barrels),"3,158"
2025,3,AL,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2025,3,AL,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"884,565"
2025,3,AL,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),2
2025,3,AL,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"1,270"
2025,3,AL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"16,518,546"
2025,3,AL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),58
2025,3,AL,"Electric Generators, Electric Utilities",Coal (Short Tons),"756,020"
2025,3,AL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"16,667,140"
2025,3,AL,"Electric Generators, Electric Utilities",Petroleum (Barrels),"1,830"
2025,3,AR,Total Electric Power Industry,Coal (Short Tons),"592,638"
2025,3,AR,Total Electric Power Industry,Natural Gas (Mcf),"10,470,176"
2025,3,AR,Total Electric Power Industry,Petroleum (Barrels),"7,746"
2025,3,AR,"Combined Heat and Power, Industrial Power",Coal (Short Tons),577
2025,3,AR,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"87,527"
2025,3,AR,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),13
2025,3,AR,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"29,016"
2025,3,AR,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"620,526"
2025,3,AR,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2025,3,AR,"Electric Generators, Independent Power Producers",Coal (Short Tons),"226,116"
2025,3,AR,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"16,111"
2025,3,AR,"Electric Generators, Independent Power Producers",Petroleum (Barrels),156
2025,3,AR,"Electric Generators, Electric Utilities",Coal (Short Tons),"365,945"
2025,3,AR,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"9,716,996"
2025,3,AR,"Electric Generators, Electric Utilities",Petroleum (Barrels),"7,577"
2025,3,AZ,Total Electric Power Industry,Coal (Short Tons),"511,667"
2025,3,AZ,Total Electric Power Industry,Natural Gas (Mcf),"17,520,642"
2025,3,AZ,Total Electric Power Industry,Petroleum (Barrels),"3,853"
2025,3,AZ,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"42,339"
2025,3,AZ,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),3
2025,3,AZ,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),0
2025,3,AZ,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2025,3,AZ,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"1,949,928"
2025,3,AZ,"Electric Generators, Electric Utilities",Coal (Short Tons),"511,667"
2025,3,AZ,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"15,528,375"
2025,3,AZ,"Electric Generators, Electric Utilities",Petroleum (Barrels),"3,850"
2025,3,CA,Total Electric Power Industry,Coal (Short Tons),"4,225"
2025,3,CA,Total Electric Power Industry,Geothermal (Billion Btu),"3,152"
2025,3,CA,Total Electric Power Industry,Natural Gas (Mcf),"29,102,604"
2025,3,CA,Total Electric Power Industry,Other Gases (Billion Btu),585
2025,3,CA,Total Electric Power Industry,Petroleum (Barrels),"6,584"
2025,3,CA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"4,225"
2025,3,CA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"4,367,217"
2025,3,CA,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),585
2025,3,CA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),340
2025,3,CA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"656,018"
2025,3,CA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),66
2025,3,CA,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2025,3,CA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"2,069,942"
2025,3,CA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2025,3,CA,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),"3,015"
2025,3,CA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"11,885,159"
2025,3,CA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),475
2025,3,CA,"Electric Generators, Electric Utilities",Geothermal (Billion Btu),137
2025,3,CA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"10,124,268"
2025,3,CA,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),0
2025,3,CA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"5,703"
2025,3,CO,Total Electric Power Industry,Coal (Short Tons),"692,714"
2025,3,CO,Total Electric Power Industry,Natural Gas (Mcf),"9,025,748"
2025,3,CO,Total Electric Power Industry,Petroleum (Barrels),"3,300"
2025,3,CO,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2025,3,CO,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"78,787"
2025,3,CO,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),12
2025,3,CO,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2025,3,CO,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2025,3,CO,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"7,809"
2025,3,CO,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2025,3,CO,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"2,299,886"
2025,3,CO,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2025,3,CO,"Electric Generators, Electric Utilities",Coal (Short Tons),"692,714"
2025,3,CO,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"6,639,266"
2025,3,CO,"Electric Generators, Electric Utilities",Petroleum (Barrels),"3,288"
2025,3,CT,Total Electric Power Industry,Coal (Short Tons),0
2025,3,CT,Total Electric Power Industry,Natural Gas (Mcf),"14,080,300"
2025,3,CT,Total Electric Power Industry,Petroleum (Barrels),"7,061"
2025,3,CT,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"259,980"
2025,3,CT,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),355
2025,3,CT,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"126,927"
2025,3,CT,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),9
2025,3,CT,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"60,514"
2025,3,CT,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2025,3,CT,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2025,3,CT,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"13,619,569"
2025,3,CT,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"6,364"
2025,3,CT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"13,310"
2025,3,CT,"Electric Generators, Electric Utilities",Petroleum (Barrels),333
2025,3,DC,Total Electric Power Industry,Natural Gas (Mcf),"62,401"
2025,3,DC,Total Electric Power Industry,Petroleum (Barrels),3
2025,3,DC,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"62,401"
2025,3,DC,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),3
2025,3,DE,Total Electric Power Industry,Coal (Short Tons),0
2025,3,DE,Total Electric Power Industry,Natural Gas (Mcf),"931,890"
2025,3,DE,Total Electric Power Industry,Other Gases (Billion Btu),76
2025,3,DE,Total Electric Power Industry,Petroleum (Barrels),"2,927"
2025,3,DE,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"387,175"
2025,3,DE,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),76
